SienaReference,LegNo,SienaCommonRef,GroupRefNo,DealType,FullDealType,FullSubDealType,Broker,Status,Traded,TradeDate,StartDate,MaturityDate,ContractNumber,ExternalReference,DealingInterface,DealtAmount,AgainstAmount,DealtCcy,AgainstCcy,MajorCcy,MinorCcy,AllInRate,AllInRate2,ABSRate,SalesMargin,SalesMargin2,ChlMargin,Book,CounterBook,ParentContractNumber,MktRate,MktRate2,FixingBasis,SettleCcy,SettlementRate,DateTime,CallGroup,DmIndicator,RefIrType,RefIRType2,RefIrPeriod,RefIrMargin,RefIRMargin2,OptionDate,QuoteBasis,MktPoints,Direction,NpvDate,NpvRate,InterestFrequency,InterestAction,InterestStrategy,InterestBasis,InterestBasis2,MandatedUser,CustomerSienaView,CustomerExternalView,SienaDealer,DealOwner,OriginUser,EditedByUser,DealOwnerMnemonic,UTCOriginTime,UTCUpdateTime,MarginTrading,MmLegSettleDate,MmLegMargin,MmLegAllInRate,SwapPoints,SpotDate,SpotRate,MktSpotRate,SpotSalesMargin,SpotChlMargin,RerouteCcy,MajSideSpotDate,MajSideSpotRate,MajSideMktSpotRate,MajSideTrueSpotRate,MajSideMktTrueSpotRate,MajSideSpotSalesMargin,MajSideSpotChMargin,MinSideSpotDate,MinSideSpotRate,MinSideMktSpotRate,MinSideTrueSpotRate,MinSideMktTrueSpotRate,MinSideSpotSalesMargin,MinSideSpotChlMargin,MajSideDate,MajSideRate,MajSideMktRate,MajSideSalesMargin,MajSideChlMargin,MinSideDate,MinSideRate,MinSideMarketRate,MinSideSalesMargin,MinSideChlMargin,PayInstruction,ReceiptInstruction,CustomerPayInstruction,CustomerReceiptInstruction,BackOfficeNotes,customerStatementNotes,NotesMargin,RequestedBy,EditReason,EditOtherReason,LimitOrderType,LimitOrderStatus,LimitOrderExpiryDate,LimitOrderExpiryTime,LimitOrderUTCExpiryTime,LimitOrderRate,LimitOrderTPRate,LimitOrderSLRate,LimitOrderOwner,LimitOrderCustodian,LimitOrderPartialFillOK,NIName,NICleanPrice,NIDirtyPrice,NIYield,NIClearingSystem,Acceptor,NIDiscount,FutureExchangeCode,FutureCurrIsoCode,FutureDeliveryMth,FutureContractCode,FutureLots,FastPay,PaymentFee,PaymentFeePolicy,PaymentReason,Hedged,Premium,PremiumQuote,PremiumCurrency,PremiumRate,PremiumPercent,PremiumDate,StrikePrice,Exercised,OptionExpiryDate,OptionExercisedDate,NoticeDays,AlternativeCurrency,PaymentDate,SettlementDate,FixingDate,SpotBook,MajSpotBook,MinSpotBook,ForwardBook,MajFwrdBook,MinFwrdBook,MMBook,MajMMBook,MinMMBook,RepoFundingRate,RepoMargin,RepoSafe,RepoInitialFloatingCouponRate,UTI,EditVersion,BrokeragePercentage,BrokerageCurrency,BrokerageAmount,BrokerageDate,AccountName,AccountNumber,CashBalance,DebitFrequency,CreditFrequency,FeeAmount,FeePercentage,SettAmtOutstanding,LedgerBalance,ManuallyQuoted,Portfolio,InternalId,InternalDeleted,ISIN,Waiver,EURAmount,EUROtherAmount,LEI,Equity,Shares,ResidualShares,StockExchange,ShareHolder
000273,1,000272,NULL,Bond,Bond,Corporate Bond,Phone,Cancelled,Traded,2017-08-07,2017-08-10,2019-07-22,000212,NULL,Contact Manager,100000,NULL,GBP,NULL,NULL,NULL,106.8016367,NULL,NULL,0.14,NULL,NULL,NGRA,NULL,000211,106.6616367,NULL,NULL,NULL,NULL,2017-09-07 14:27:11.0000000,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SELL,NULL,NULL,1 Month,NULL,NULL,30/360,NULL,Richard Branson,VirginGrp LON,NULL,SuperMWT,SuperMWT,SuperMWT,SuperMWT,NULL,2017-08-17 12:55:17,2017-09-07 13:10:18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Barclays Plc 2.125pc 24Oct49,106.38936,106.38936,3.723,euroclear,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2017-08-10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,213800OP8IQALEBOMT88000212,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,Not Applicable,NULL,40511,2017-09-07 13:27:14.0866667,XS0118932366,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
001157,1,001157,NULL,BoFt,Bond Future,Bond Future,Phone,Confirmed,NULL,2018-02-07,2018-03-27,2018-06-25,001237,NULL,Contact Manager,0,NULL,EUR,NULL,NULL,NULL,158.72,NULL,NULL,0,NULL,NULL,Spot,NULL,NULL,158.72,NULL,NULL,NULL,NULL,2018-05-03 19:03:56.0000000,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,BUY,NULL,NULL,Undefined,NULL,NULL,Actual 360,NULL,David Eurobase,"          ",NULL,NULL,SuperMWT,SuperMWT,NULL,NULL,2018-02-07 10:56:49,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,EUREX,EUR,2018-03-01,RX,10,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2018-03-21,2018-03-21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,983788EURO12967GQZX0001237,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,Not Applicable,NULL,81320,2018-07-03 13:44:58.2066667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
000898,1,000898,NULL,BR,Booked Rate,Booked Rate,WEB,Confirmed,NULL,2017-12-13,2017-12-13,NULL,001448,618342,ePayments,3200000,3771996.8,EUR,USD,EUR,USD,1.178749,NULL,NULL,3E-06,NULL,0,Futures,NULL,NULL,1.176396,NULL,NULL,NULL,NULL,2018-05-03 19:03:55.0000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CURRENCY2PERCURRENCY1,-0.000114,SELL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Armen Ignatieff,DEF       LVA,NULL,NULL,d.healer@bank.com,dorothytel,SuperMWT,NULL,2017-12-13 13:50:07,2018-02-23 11:34:21,NULL,NULL,NULL,NULL,NULL,2017-12-15,1.17886,1.17651,0.00235,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2138004VLUHX19Z52375001448,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,Not Applicable,NULL,71089,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
000900,1,000900,NULL,BR,Booked Rate,Booked Rate,WEB,Confirmed,NULL,2017-12-13,2017-12-13,NULL,001450,620526,ePayments,15000,12725.23,USD,EUR,EUR,USD,1.178761,NULL,NULL,2.25E-06,NULL,0,Futures,NULL,NULL,1.18230875,NULL,NULL,NULL,NULL,2018-05-03 19:03:55.0000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CURRENCY1PERCURRENCY2,-0.00019125,SELL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Armen Ignatieff,DEF       LVA,NULL,NULL,d.healer@bank.com,dorothytel,SuperMWT,NULL,2017-12-13 14:09:19,2018-02-23 11:34:21,NULL,NULL,NULL,NULL,NULL,2017-12-15,1.17895,1.1825,-0.00355,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2138004VLUHX19Z52375001450,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,Not Applicable,NULL,71091,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
001357,1,001357,NULL,BR,Booked Rate,Booked Rate,WEB,Confirmed,NULL,2018-03-15,2018-03-26,NULL,001578,648676,ePayments,0,0,EUR,USD,EUR,USD,1.389754,NULL,NULL,0.00039995,NULL,0,Deal,NULL,NULL,1.38895405,NULL,NULL,NULL,NULL,2018-06-27 09:13:01.0000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CURRENCY2PERCURRENCY1,0.00010405,SELL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Dorothy W. Arner,TELIA     WEB,NULL,NULL,SuperMWT,dorothytel,NULL,NULL,2018-03-15 09:39:28,NULL,NULL,NULL,NULL,NULL,NULL,2018-03-19,1.38925,1.38885,0.0004,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,969500FZ2VNB81C46W67001578,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,Not Applicable,NULL,91515,2018-06-27 08:20:36.4633333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
000891,1,000891,NULL,BR,Booked Rate,Booked Rate,WEB,Confirmed,NULL,2017-12-13,2017-12-15,NULL,001447,618140,ePayments,15000,12828.08,USD,EUR,EUR,USD,1.16931,NULL,NULL,0,NULL,0,Futures,NULL,NULL,1.17048,NULL,NULL,NULL,NULL,2018-05-03 19:03:54.0000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CURRENCY1PERCURRENCY2,0,SELL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Armen Ignatieff,DEF       LVA,NULL,NULL,d.healer@bank.com,dorothytel,SuperMWT,NULL,2017-12-13 10:52:13,2018-02-23 11:34:21,NULL,NULL,NULL,NULL,NULL,2017-12-15,1.16931,1.17048,-0.00117,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2138004VLUHX19Z52375001447,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,Not Applicable,NULL,71080,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
000878,1,000878,NULL,BR,Booked Rate,Booked Rate,WEB,Cancelled,NULL,2017-12-13,2017-12-15,NULL,000894,617946,ePayments,22000,18814.51,USD,EUR,EUR,USD,1.16931,NULL,NULL,0,NULL,0,Deal,NULL,NULL,1.17048,NULL,NULL,NULL,NULL,2018-02-06 17:40:36.0000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CURRENCY1PERCURRENCY2,0,SELL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Armen Ignatieff,DEF       LVA,NULL,NULL,d.healer@bank.com,defuser1,SuperMWT,NULL,2017-12-13 08:47:34,2017-12-13 09:01:40,NULL,NULL,NULL,NULL,NULL,2017-12-15,1.16931,1.17048,-0.00117,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2138004VLUHX19Z52375000894,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,Not Applicable,NULL,71066,2018-02-06 17:40:40.7066667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
000884,1,000884,NULL,BR,Booked Rate,Booked Rate,WEB,Cancelled,NULL,2017-12-13,2017-12-15,NULL,000898,617976,ePayments,10000,8552.05,USD,EUR,EUR,USD,1.16931,NULL,NULL,0,NULL,0,Deal,NULL,NULL,1.17048,NULL,NULL,NULL,NULL,2018-02-06 17:40:37.0000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CURRENCY1PERCURRENCY2,0,SELL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Armen Ignatieff,DEF       LVA,NULL,NULL,d.healer@bank.com,defuser1,SuperMWT,NULL,2017-12-13 08:56:05,2017-12-13 09:01:31,NULL,NULL,NULL,NULL,NULL,2017-12-15,1.16931,1.17048,-0.00117,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2138004VLUHX19Z52375000898,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,Not Applicable,NULL,71073,2018-02-06 17:40:41.3800000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
000885,1,000885,NULL,BR,Booked Rate,Booked Rate,WEB,Rejected,NULL,2017-12-13,2017-12-15,NULL,NULL,618070,ePayments,1000000,852609.41,USD,EUR,EUR,USD,1.17287,NULL,NULL,0,NULL,0,Deal,NULL,NULL,1.17404,NULL,NULL,NULL,NULL,2018-02-06 17:40:37.0000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CURRENCY1PERCURRENCY2,0,SELL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Armen Ignatieff,DEF       LVA,NULL,NULL,d.healer@bank.com,defuser1,NULL,NULL,2017-12-13 09:01:17,NULL,NULL,NULL,NULL,NULL,NULL,2017-12-15,1.17287,1.17404,-0.00117,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,Not Applicable,NULL,71074,2018-02-06 17:40:41.4366667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
000887,1,000887,NULL,BR,Booked Rate,Booked Rate,WEB,Rejected,NULL,2017-12-13,2017-12-13,NULL,NULL,618134,ePayments,3200000,3767142.4,EUR,USD,EUR,USD,1.177232,NULL,NULL,5E-07,NULL,0,Deal,NULL,NULL,1.1748815,NULL,NULL,NULL,NULL,2018-02-06 17:40:37.0000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CURRENCY2PERCURRENCY1,-0.0001185,SELL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Armen Ignatieff,DEF       LVA,NULL,NULL,d.healer@bank.com,defuser1,NULL,NULL,2017-12-13 10:46:00,NULL,NULL,NULL,NULL,NULL,NULL,2017-12-15,1.17735,1.175,0.00235,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,Not Applicable,NULL,71076,2018-02-06 17:40:41.5933333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
000888,1,000888,NULL,BR,Booked Rate,Booked Rate,WEB,Rejected,NULL,2017-12-13,2017-12-13,NULL,NULL,618136,ePayments,3200000,0,EUR,USD,EUR,USD,NULL,NULL,NULL,0,NULL,0,Deal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2018-02-06 17:40:37.0000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CURRENCY2PERCURRENCY1,NULL,SELL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Armen Ignatieff,DEF       LVA,NULL,NULL,d.healer@bank.com,defuser1,NULL,NULL,2017-12-13 10:46:07,NULL,NULL,NULL,NULL,NULL,NULL,2017-12-15,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,Not Applicable,NULL,71077,2018-02-06 17:40:41.6400000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
001386,1,001386,NULL,BR,Booked Rate,Booked Rate,WEB,Rejected,NULL,2018-03-15,2018-03-15,NULL,NULL,NULL,ePayments,1000000,720751.37,USD,EUR,EUR,USD,1.387441,NULL,NULL,-0.0004,NULL,0,Deal,NULL,NULL,1.388241,NULL,NULL,NULL,NULL,2018-03-15 19:01:42.0000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CURRENCY1PERCURRENCY2,-0.000309,SELL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Dorothy W. Arner,TELIA     WEB,NULL,NULL,d.healer@bank.com,dorothytel,NULL,NULL,2018-03-15 11:01:30,NULL,NULL,NULL,NULL,NULL,NULL,2018-03-19,1.38815,1.38855,-0.0004,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,Not Applicable,NULL,91543,2018-03-15 19:01:43.6300000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
001387,1,001387,NULL,BR,Booked Rate,Booked Rate,WEB,Rejected,NULL,2018-03-15,2019-06-19,NULL,NULL,NULL,ePayments,1000000,741912.41,USD,EUR,EUR,USD,1.347868,NULL,NULL,-0.0003995123288,NULL,0,Deal,NULL,NULL,1.3486675123288,NULL,NULL,NULL,NULL,2018-03-15 19:01:42.0000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CURRENCY1PERCURRENCY2,-0.0319824876712,SELL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Dorothy W. Arner,TELIA     WEB,NULL,NULL,d.healer@bank.com,dorothytel,NULL,NULL,2018-03-15 12:01:30,NULL,NULL,NULL,NULL,NULL,NULL,2018-03-19,1.38025,1.38065,-0.0004,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,Not Applicable,NULL,91544,2018-03-15 19:01:43.6600000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
001388,1,001388,NULL,BR,Booked Rate,Booked Rate,WEB,Confirmed,NULL,2018-03-15,2018-04-19,NULL,001588,NULL,Contact Manager,1000,721.87,USD,EUR,EUR,USD,1.385296,NULL,NULL,0.0004,NULL,0,Deal,NULL,NULL,1.384496,NULL,NULL,NULL,NULL,2018-05-03 19:03:58.0000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CURRENCY1PERCURRENCY2,-0.001854,BUY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,David J. Kim,TELIA     WEB,NULL,NULL,SuperMWT,SuperMWT,SuperMWT,NULL,2018-03-15 12:13:20,2018-03-15 12:15:58,NULL,NULL,NULL,NULL,NULL,2018-03-19,1.38675,1.38635,0.0004,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,969500FZ2VNB81C46W67001588,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,Not Applicable,NULL,91545,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
